Query_index,Query,FAQ_index,Raw_score,Average,Label (mean score > 3 as positive)
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4732,"[2, 1, 1]",1.333333333,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,2717,"[1, 1, 1]",1,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,244,"[2, 2, 3]",2.333333333,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,707,"[4, 4, 4]",4,positive
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,710,"[1, 1, 1]",1,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4472,"[2, 1, 1]",1.333333333,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4545,"[1, 2, 1]",1.333333333,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,1157,"[4, 2, 1]",2.333333333,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,240,"[1, 1, 3]",1.666666667,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4052,"[1, 1, 1]",1,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,3645,"[2, 1, 1]",1.333333333,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,2568,"[1, 1, 1]",1,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4512,"[1, 1, 1]",1,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,1863,"[3, 1, 1]",1.666666667,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4065,"[1, 1, 2]",1.333333333,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4175,"[1, 1, 1]",1,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4064,"[1, 4, 2]",2.333333333,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4067,"[3, 1, 1]",1.666666667,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,3931,"[1, 1, 1]",1,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4514,"[1, 1, 1]",1,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,3930,"[4, 1, 1]",2,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,706,"[3, 3, 3]",3,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,1383,"[1, 2, 1]",1.333333333,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,714,"[1, 3, 2]",2,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4046,"[4, 2, 1]",2.333333333,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4386,"[1, 2, 1]",1.333333333,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,4177,"[1, 2, 3]",2,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,704,"[1, 3, 1]",1.666666667,negative
1213,Can a school metered dose inhaler be used by multiple students in his or her own spacer if the actuator is cleaned before use by the other student?,5532,"[1, 2, 1]",1.333333333,negative
1214,What should parents say to kids about the virus?,5278,"[3, 3, 3]",3,negative
1214,What should parents say to kids about the virus?,796,"[1, 2, 1]",1.333333333,negative
1214,What should parents say to kids about the virus?,1861,"[1, 2, 1]",1.333333333,negative
1214,What should parents say to kids about the virus?,6020,"[3, 3, 2]",2.666666667,negative
1214,What should parents say to kids about the virus?,804,"[3, 2, 2]",2.333333333,negative
1214,What should parents say to kids about the virus?,5284,"[3, 1, 3]",2.333333333,negative
1214,What should parents say to kids about the virus?,5291,"[3, 4, 2]",3,negative
1214,What should parents say to kids about the virus?,1880,"[2, 4, 3]",3,negative
1214,What should parents say to kids about the virus?,1810,"[1, 1, 3]",1.666666667,negative
1214,What should parents say to kids about the virus?,794,"[3, 3, 3]",3,negative
1214,What should parents say to kids about the virus?,715,"[1, 3, 3]",2.333333333,negative
1214,What should parents say to kids about the virus?,1865,"[4, 1, 4]",3,negative
1214,What should parents say to kids about the virus?,3374,"[3, 4, 2]",3,negative
1214,What should parents say to kids about the virus?,719,"[3, 4, 2]",3,negative
1214,What should parents say to kids about the virus?,1803,"[3, 1, 1]",1.666666667,negative
1214,What should parents say to kids about the virus?,2270,"[2, 2, 2]",2,negative
1214,What should parents say to kids about the virus?,806,"[3, 3, 1]",2.333333333,negative
1214,What should parents say to kids about the virus?,5280,"[4, 3, 3]",3.333333333,positive
1214,What should parents say to kids about the virus?,5551,"[3, 3, 4]",3.333333333,positive
1214,What should parents say to kids about the virus?,1744,"[3, 2, 3]",2.666666667,negative
1214,What should parents say to kids about the virus?,1724,"[2, 1, 1]",1.333333333,negative
1214,What should parents say to kids about the virus?,2152,"[1, 1, 1]",1,negative
1214,What should parents say to kids about the virus?,6022,"[4, 3, 1]",2.666666667,negative
1214,What should parents say to kids about the virus?,1859,"[1, 1, 3]",1.666666667,negative
1214,What should parents say to kids about the virus?,3644,"[2, 4, 1]",2.333333333,negative
1214,What should parents say to kids about the virus?,803,"[4, 4, 2]",3.333333333,positive
1214,What should parents say to kids about the virus?,5760,"[3, 1, 4]",2.666666667,negative
1214,What should parents say to kids about the virus?,1022,"[3, 1, 1]",1.666666667,negative
1214,What should parents say to kids about the virus?,5895,"[1, 1, 2]",1.333333333,negative
1214,What should parents say to kids about the virus?,1860,"[1, 1, 1]",1,negative
1214,What should parents say to kids about the virus?,791,"[4, 2, 3]",3,negative
1214,What should parents say to kids about the virus?,6014,"[4, 3, 3]",3.333333333,positive
1214,What should parents say to kids about the virus?,6496,"[1, 2, 1]",1.333333333,negative
1214,What should parents say to kids about the virus?,805,"[2, 4, 1]",2.333333333,negative
1214,What should parents say to kids about the virus?,1808,"[1, 1, 3]",1.666666667,negative
1214,What should parents say to kids about the virus?,6419,"[4, 1, 3]",2.666666667,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,1862,"[3, 2, 1]",2,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,674,"[3, 4, 4]",3.666666667,positive
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,3560,"[3, 2, 1]",2,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,778,"[1, 1, 1]",1,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,5455,"[1, 2, 1]",1.333333333,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,4213,"[1, 1, 3]",1.666666667,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,676,"[1, 4, 3]",2.666666667,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,4401,"[4, 1, 2]",2.333333333,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,1631,"[1, 3, 1]",1.666666667,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,4248,"[2, 4, 2]",2.666666667,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,1645,"[2, 1, 1]",1.333333333,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,3421,"[1, 1, 3]",1.666666667,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,2147,"[1, 1, 1]",1,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,783,"[1, 2, 1]",1.333333333,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,4092,"[2, 1, 2]",1.666666667,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,1133,"[3, 2, 1]",2,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,4766,"[2, 2, 3]",2.333333333,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,814,"[1, 3, 1]",1.666666667,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,1708,"[1, 1, 2]",1.333333333,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,1786,"[4, 1, 1]",2,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,1149,"[1, 1, 1]",1,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,671,"[1, 2, 3]",2,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,815,"[1, 1, 2]",1.333333333,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,4240,"[1, 2, 1]",1.333333333,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,3229,"[1, 1, 2]",1.333333333,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,777,"[1, 1, 1]",1,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,673,"[4, 3, 3]",3.333333333,positive
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,3385,"[1, 1, 1]",1,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,1811,"[1, 1, 3]",1.666666667,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,3392,"[1, 3, 2]",2,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,1796,"[3, 1, 4]",2.666666667,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,670,"[2, 2, 3]",2.333333333,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,4237,"[3, 2, 3]",2.666666667,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,211,"[1, 3, 3]",2.333333333,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,780,"[1, 4, 1]",2,negative
1215,How can we help referees and coaches who are older and more susceptible to coronavirus?,779,"[1, 1, 3]",1.666666667,negative
1216,How to clean and disinfect equipment or machinery?,3747,"[3, 1, 2]",2,negative
1216,How to clean and disinfect equipment or machinery?,1746,"[2, 1, 3]",2,negative
1216,How to clean and disinfect equipment or machinery?,5871,"[1, 1, 1]",1,negative
1216,How to clean and disinfect equipment or machinery?,5679,"[4, 3, 1]",2.666666667,negative
1216,How to clean and disinfect equipment or machinery?,530,"[2, 3, 2]",2.333333333,negative
1216,How to clean and disinfect equipment or machinery?,451,"[2, 2, 3]",2.333333333,negative
1216,How to clean and disinfect equipment or machinery?,4071,"[3, 3, 1]",2.333333333,negative
1216,How to clean and disinfect equipment or machinery?,543,"[1, 2, 2]",1.666666667,negative
1216,How to clean and disinfect equipment or machinery?,4475,"[1, 4, 1]",2,negative
1216,How to clean and disinfect equipment or machinery?,5338,"[3, 1, 2]",2,negative
1216,How to clean and disinfect equipment or machinery?,158,"[3, 2, 3]",2.666666667,negative
1216,How to clean and disinfect equipment or machinery?,349,"[1, 1, 2]",1.333333333,negative
1216,How to clean and disinfect equipment or machinery?,455,"[1, 3, 3]",2.333333333,negative
1216,How to clean and disinfect equipment or machinery?,526,"[4, 4, 3]",3.666666667,positive
1216,How to clean and disinfect equipment or machinery?,6124,"[4, 3, 4]",3.666666667,positive
1216,How to clean and disinfect equipment or machinery?,6240,"[1, 3, 1]",1.666666667,negative
1216,How to clean and disinfect equipment or machinery?,5168,"[1, 1, 3]",1.666666667,negative
1216,How to clean and disinfect equipment or machinery?,6689,"[3, 4, 3]",3.333333333,positive
1216,How to clean and disinfect equipment or machinery?,399,"[3, 2, 1]",2,negative
1216,How to clean and disinfect equipment or machinery?,723,"[3, 3, 1]",2.333333333,negative
1216,How to clean and disinfect equipment or machinery?,4033,"[3, 1, 2]",2,negative
1216,How to clean and disinfect equipment or machinery?,6545,"[1, 3, 2]",2,negative
1216,How to clean and disinfect equipment or machinery?,497,"[4, 3, 3]",3.333333333,positive
1216,How to clean and disinfect equipment or machinery?,4169,"[4, 1, 4]",3,negative
1216,How to clean and disinfect equipment or machinery?,736,"[3, 4, 4]",3.666666667,positive
1216,How to clean and disinfect equipment or machinery?,668,"[3, 2, 3]",2.666666667,negative
